id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,created_at,updated_at
79,20,Advanced,アドバンスド,"Refine your worldbuilding process by combining storytelling, environmental design, culture, geography, and visual consistency into detailed creative projects. You'll learn professional planning techniques while building immersive settings suitable for games, comics, animation, and digital entertainment.",ストーリーテリング、環境デザイン、文化、地理、視覚的な一貫性を詳細な創造的なプロジェクトに組み合わせることで、世界構築プロセスを洗練します。 ゲーム、コミック、アニメーション、デジタルエンターテイメントに適した没入型の設定を構築しながら、プロの計画技術を学びます。,"Refine your worldbuilding process by combining geography, culture, architecture, storytelling, and environmental design into cohesive creative projects. Through advanced planning techniques, you'll create detailed fictional settings that demonstrate originality, artistic vision, and professional design thinking.",地理、文化、建築、ストーリーテリング、環境デザインをまとまりのある創造的なプロジェクトに組み合わせることで、世界を構築するプロセスを洗練します。 高度の計画の技術によって、独創性、功妙な視野および専門の設計考えることを示す詳しい架空の設定を作成する。,"By the end of this level, you'll master advanced worldbuilding by combining storytelling, environmental design, cultural development, and visual consistency into detailed creative projects. Your work will demonstrate professional planning skills while creating immersive fictional universes with depth and originality.",このレベルの終わりまでに、ストーリーテリング、環境デザイン、文化開発、視覚的な一貫性を詳細な創造的なプロジェクトに組み合わせることにより、高度なワールドビルディングを習得します。 あなたの作品は、深さと独創性を持つ没入型の架空の宇宙を作成しながら、プロの計画スキルを発揮します。,179,28640,1432,NULL,NULL
80,20,Expert,専門家,"Complete a comprehensive worldbuilding project that presents an original fictional world through environments, cultures, visual storytelling, and supporting artwork. This level focuses on creative independence, professional presentation, and developing a complete universe that showcases your imagination and design expertise.",環境、文化、視覚的なストーリーテリング、サポートアートワークを通じてオリジナルの架空の世界を提示する包括的な世界構築プロジェクトを完了します。 このレベルは創造的な独立、専門の提示、およびあなたの想像および設計専門知識を展示する完全な宇宙を開発することに焦点を合わせる。,"Complete a comprehensive worldbuilding project that presents an original fictional universe through environments, cultures, visual storytelling, and supporting artwork. This final level focuses on creative independence, professional presentation, and developing an immersive world that showcases your imagination, planning, and design expertise.",環境、文化、視覚的なストーリーテリング、サポートアートワークを通じてオリジナルの架空の宇宙を提示する包括的な世界構築プロジェクトを完了します。 この最終レベルは、創造的な独立性、専門的なプレゼンテーション、想像力、計画、デザインの専門知識を紹介する没入型の世界の開発に焦点を当てています。,"Successfully completing this level enables you to produce a comprehensive worldbuilding project that presents an original fictional universe through environments, cultures, supporting artwork, and visual storytelling. You'll confidently showcase professional creative planning, artistic vision, and portfolio-quality world design.",このレベルを正常に完了すると、環境、文化、サポートアートワーク、視覚的なストーリーテリングを通じて、オリジナルの架空の宇宙を提示する包括的なワールドビ あなたは自信を持ってプロの創造的な計画、芸術的なビジョン、およびポートフォリオ品質の世界のデザインを紹介します。,299,47840,2392,NULL,NULL
81,21,Beginner,ビギナー,"Begin your journey into game character design by learning how memorable playable characters are developed from initial ideas. You'll explore character silhouettes, anatomy, costumes, personality, and visual storytelling while creating original concepts that balance creativity with functionality for modern game experiences.",最初のアイデアから記憶に残るプレイ可能なキャラクターがどのように開発されているかを学ぶことで、ゲームキャラクターデザインへの旅を始めましょう。 キャラクターのシルエット、解剖学、衣装、個性、ビジュアルストーリーテリングを探求しながら、創造性と現代のゲーム体験のための機能性のバランスをとった独創的なコンセプトを作成します。,"Learn the fundamentals of game character design by exploring silhouettes, anatomy, proportions, costumes, expressions, and personality development. Through guided projects, you'll understand how memorable game characters are created while building the confidence to transform original ideas into engaging designs suitable for interactive entertainment.",シルエット、解剖学、プロポーション、衣装、表現、人格開発を探索することによって、ゲームのキャラクターデザインの基礎を学びます。 ガイド付きプロジェクトを通じて、思い出に残るゲームキャラクターがどのように作成されているかを理解し、独創的なアイデアをインタラクティブなエンタテインメントに適した魅力的なデザインに変える自信を築きます。,"Upon completing this level, you'll confidently design original game characters with balanced anatomy, expressive poses, distinctive costumes, and memorable personalities. You'll understand the core principles of character creation while producing engaging concepts that are suitable for a variety of game genres and interactive experiences.",このレベルを完了すると、バランスの取れた解剖学、表現力豊かなポーズ、独特の衣装、思い出に残る個性を備えたオリジナルのゲームキャラクターを自信を持ってデザインします。 さまざまなゲームジャンルやインタラクティブな体験に適した魅力的なコンセプトを作成しながら、キャラクター作成の中核的な原則を理解します。,49,7840,392,NULL,NULL
82,21,Intermediate,中級,"Develop stronger game character designs by refining anatomy, expressions, costumes, accessories, and design consistency. Through practical projects, you'll learn how different genres influence character creation while producing engaging heroes, villains, and supporting characters with unique visual identities.",解剖学、表現、衣装、アクセサリー、デザインの一貫性を洗練することにより、より強力なゲームキャラクターデザインを開発します。 実践的なプロジェクトを通じて、さまざまなジャンルがキャラクター作成にどのように影響するかを学び、魅力的なヒーロー、悪役、およびユニークなビジュアルアイデンティティを持つ脇役を生み出します。,"Develop stronger game character concepts by refining anatomy, clothing, accessories, visual storytelling, and character roles. You'll create heroes, villains, and supporting characters while learning how thoughtful design choices improve gameplay, strengthen narratives, and establish unique visual identities.",解剖学、衣類、アクセサリー、視覚的なストーリーテリング、および文字の役割を精製することにより、より強力なゲームキャラクターコンセプトを開発します。 ヒーロー、悪役、脇役を作成し、思慮深いデザインの選択がゲームプレイをどのように改善し、物語を強化し、ユニークな視覚的アイデンティティを確立するかを学びます。,"After completing this level, you'll create more refined game character concepts with improved anatomy, visual storytelling, costume details, and character development. You'll confidently design heroes, villains, and supporting characters that communicate personality while meeting the creative requirements of modern game design.",このレベルを完了すると、解剖学、視覚的なストーリーテリング、衣装の詳細、キャラクターの開発を改善して、より洗練されたゲームキャラクターコンセプトを作 現代のゲームデザインの創造的な要件を満たしながら、個性を伝えるヒーロー、悪役、脇役を自信を持ってデザインします。,99,15840,792,NULL,NULL
83,21,Advanced,アドバンスド,"Master advanced game character design by combining creative storytelling, technical accuracy, and professional production workflows. You'll refine concept sheets, turnaround views, design variations, and presentation techniques while creating polished characters suitable for portfolio development and entertainment projects.",創造的なストーリーテリング、技術的な正確さ、プロの制作ワークフローを組み合わせて、高度なゲームキャラクターデザインをマスターします。 ポートフォリオ開発やエンターテインメントプロジェクトに適した洗練されたキャラクターを作成しながら、コンセプトシート、ターンアラウンドビュー、デザインバリエーション、プレゼンテーションテクニックを洗練します。,"Master advanced game character design by creating detailed concept sheets, turnaround views, costume variations, and polished presentations. Through larger creative projects, you'll refine your artistic workflow while producing professional-quality character concepts suitable for games, animation, and entertainment portfolios.",詳細なコンセプトシート、ターンアラウンドビュー、衣装のバリエーション、洗練されたプレゼンテーションを作成することで、高度なゲームのキャラクターデザインをマスターします。 大規模なクリエイティブプロジェクトを通じて、ゲーム、アニメーション、エンターテイメントのポートフォリオに適したプロ品質のキャラクタコンセプトを制作しながら、芸術的なワークフローを洗練します。,"By the end of this level, you'll master advanced game character design techniques by producing polished concept sheets, turnaround views, costume variations, and presentation artwork. Your projects will demonstrate professional workflows, creative originality, and portfolio-quality execution suitable for the entertainment industry.",このレベルの終わりまでに、洗練されたコンセプトシート、ターンアラウンドビュー、衣装のバリエーション、プレゼンテーションアートワークを作成することで、高度なゲームキャラクターデザインテクニックを習得します。 あなたのプロジェクトは、エンターテインメント業界に適したプロのワークフロー、創造的な独創性、およびポートフォリオ品質の実行を実証します。,179,28640,1432,NULL,NULL
84,21,Expert,専門家,"Complete a professional game character project from research and concept sketches to fully rendered presentation artwork. This level focuses on industry-inspired workflows, creative problem-solving, and portfolio-quality character designs that demonstrate originality, technical skill, and professional presentation.",研究やコンセプトスケッチから完全にレンダリングされたプレゼンテーションアートワークまで、プロのゲームキャラクタープロジェクトを完了します。 このレベルでは、業界に触発されたワークフロー、創造的な問題解決、独創性、技術的スキル、プロのプレゼンテーションを示すポートフォリオ品質のキャラクターデザインに焦点を当てています。,"Complete a fully developed game character project from initial research and concept sketches to polished presentation artwork. This level focuses on professional workflows, creative problem-solving, and portfolio-ready character designs that showcase originality, technical excellence, and industry-level presentation skills.",最初の研究やコンセプトスケッチから洗練されたプレゼンテーションアートワークまで、完全に開発されたゲームキャラクタープロジェクトを完了します。 このレベルでは、プロのワークフロー、創造的な問題解決、独創性、技術的な卓越性、業界レベルのプレゼンテーションスキルを披露するポートフォリオ対応のキャラクターデザインに焦点を当てています。,"Successfully completing this level enables you to develop a complete game character project from research and concept sketches to polished presentation artwork. You'll confidently produce industry-inspired character designs that showcase technical excellence, artistic creativity, and professional portfolio standards.",このレベルを正常に完了すると、研究やコンセプトスケッチから洗練されたプレゼンテーションアートワークまで、完全なゲームキャラクタープロジェクトを開発することができます。 技術的な卓越性、芸術的創造性、プロのポートフォリオ基準を紹介する業界にインスパイアされたキャラクターデザインを自信を持って制作します。,299,47840,2392,NULL,NULL
85,22,Beginner,ビギナー,"Learn the foundations of game environment concept art by creating simple locations that support gameplay and storytelling. You'll explore composition, perspective, lighting, and environmental design while building confidence in developing immersive spaces for fantasy, science fiction, and modern game settings.",ゲームプレイとストーリーテリングをサポートするシンプルなロケーションを作成することで、ゲーム環境のコンセプトアートの基礎を学びます。 ファンタジー、サイエンスフィクション、現代のゲーム環境のための没入型スペースの開発に自信を構築しながら、組成、視点、照明、環境デザインを探ります。,"Discover the foundations of game environment concept art by learning how to design immersive locations that support gameplay and storytelling. You'll explore perspective, composition, lighting, and environmental planning while creating simple game environments that establish a strong creative and technical foundation.",ゲームプレイとストーリーテリングをサポートする没入型の場所を設計する方法を学ぶことで、ゲーム環境のコンセプトアートの基礎を発見してください。 あなたは、強力な創造的かつ技術的な基盤を確立するシンプルなゲーム環境を作成しながら、視点、組成物、照明、および環境計画を探索します。,"Upon completing this level, you'll confidently create immersive game environments using perspective, composition, lighting, and environmental storytelling. You'll understand how well-designed locations enhance gameplay while producing engaging concepts that support a variety of interactive game experiences.",このレベルを完了すると、パースペクティブ、コンポジション、ライティング、環境ストーリーテリングを使用して、没入型のゲーム環境を自信を持って作成できます。 さまざまなインタラクティブなゲーム体験をサポートする魅力的なコンセプトを生み出しながら、適切に設計された場所がゲームプレイをどのように強化するかを理解できます。,49,7840,392,NULL,NULL
86,22,Intermediate,中級,"Strengthen your environment design skills by creating more detailed locations with improved composition, atmosphere, architecture, and environmental storytelling. Through creative projects, you'll learn how to design game worlds that feel engaging, believable, and visually consistent.",構成、雰囲気、建築、環境ストーリーテリングを改善して、より詳細な場所を作成することで、環境設計スキルを強化します。 創造的なプロジェクトを通じて、魅力的で信じられ、視覚的に一貫していると感じるゲームの世界をデザインする方法を学びます。,"Strengthen your environment design skills by creating more detailed landscapes, architecture, interiors, and interactive spaces. Through practical projects, you'll improve composition, atmosphere, and environmental storytelling while developing game locations that feel engaging, believable, and visually consistent.",より詳細な景観、建築、インテリア、インタラクティブな空間を作成することで、環境設計スキルを強化します。 実践的なプロジェクトを通じて、構成、雰囲気、環境のストーリーテリングを改善しながら、魅力的で信頼性が高く、視覚的に一貫していると感じるゲームの場所を開発します。,"After completing this level, you'll design more detailed game environments featuring stronger architectural elements, environmental depth, atmospheric lighting, and visual storytelling. You'll confidently create believable locations that improve player immersion while strengthening your concept art and design skills.",このレベルを完了すると、より強力な建築要素、環境の深さ、大気照明、視覚的なストーリーテリングを備えた、より詳細なゲーム環境を設計します。 コンセプトアートとデザインスキルを強化しながら、プレイヤーの没入感を向上させる信頼できる場所を自信を持って作成します。,99,15840,792,NULL,NULL
87,22,Advanced,アドバンスド,"Refine your concept art workflow by producing polished game environments with advanced lighting, perspective, environmental details, and visual storytelling. Larger projects encourage creative thinking while helping you create professional-quality concept artwork suitable for portfolio development.",高度な照明、遠近法、環境の詳細、視覚的なストーリーテリングを備えた洗練されたゲーム環境を作成することで、コンセプトアートワークフローを洗練します。 より大きいプロジェクトは有価証券の開発のために適した専門質の概念のアートワークを作成するのを助けている間創造的な考えることを励ます。,"Refine your game environment workflow by mastering advanced composition, cinematic lighting, environmental details, and visual storytelling. Larger projects help you create polished concept art that reflects professional production techniques while strengthening your creative decision-making and artistic confidence.",高度なコンポジション、シネマティックライティング、環境の詳細、ビジュアルストーリーテリングをマスターすることで、ゲーム環境のワークフローを洗練します。 より大きいプロジェクトはあなたの創造的な意思決定および功妙な信任を増強している間専門の生産の技術を反映する磨かれた概念の芸術を作,"By the end of this level, you'll master advanced environment concept art by producing polished locations with professional composition, lighting, environmental details, and presentation. Your artwork will demonstrate creative confidence and technical excellence suitable for game development portfolios.",このレベルの終わりまでに、プロの構成、照明、環境の詳細、プレゼンテーションで洗練された場所を作成することにより、高度な環境コンセプトアートを あなたのアートワークは、ゲーム開発ポートフォリオに適した創造的な自信と技術的な卓越性を実証します。,179,28640,1432,NULL,NULL
88,22,Expert,専門家,"Complete a fully developed game environment concept from initial research to final presentation. This level emphasizes professional workflows, artistic confidence, and portfolio-ready artwork that demonstrates your ability to design immersive locations for interactive entertainment.",最初の研究から最終的なプレゼンテーションまで、完全に開発されたゲーム環境の概念を完成させます。 このレベルでは、プロフェッショナルなワークフロー、芸術的な自信、ポートフォリオに対応したアートワークを重視しています。これにより、インタラクティブなエンターテイメントのための没入型の場所を設計する能力が実証されます。,"Complete a comprehensive game environment concept from research and planning to final presentation. This level emphasizes portfolio-quality artwork, professional workflows, and the ability to design immersive locations that support interactive experiences across a variety of game genres.",研究と計画から最終的なプレゼンテーションまで、包括的なゲーム環境の概念を完成させます。 このレベルでは、ポートフォリオ品質のアートワーク、プロのワークフロー、およびさまざまなゲームジャンルのインタラクティブな体験をサポートする没入型の場所を設計する能力を強調しています。,Successfully completing this level enables you to create complete game environment concepts from research and planning to polished final presentation. You'll confidently produce portfolio-ready artwork that demonstrates your ability to design immersive worlds for modern interactive entertainment.,このレベルを正常に完了すると、研究と計画から洗練された最終的なプレゼンテーションまで、完全なゲーム環境の概念を作成できます。 現代相互催し物のためのimmersive世界を設計するあなたの機能を示す有価証券準備ができたアートワークを確信をもって作り出す。,299,47840,2392,NULL,NULL
89,23,Beginner,ビギナー,"Discover the fundamentals of designing props, weapons, tools, and interactive assets that bring digital worlds to life. You'll learn shape design, functionality, proportions, and visual storytelling while creating original assets that support characters, environments, and gameplay experiences.",デジタルの世界を生き生きとさせる小道具、武器、ツール、インタラクティブなアセットの設計の基礎をご覧ください。 キャラクター、環境、ゲームプレイ体験をサポートするオリジナルのアセットを作成しながら、シェイプデザイン、機能性、プロポーション、ビジュアルストーリーテリングを学びます。,"Learn the fundamentals of designing game props, weapons, tools, and interactive assets by understanding shape language, functionality, proportions, and visual storytelling. Through guided exercises, you'll create original assets that enhance characters, environments, and gameplay while building confidence in production-ready design.",形状言語、機能、プロポーション、ビジュアルストーリーテリングを理解することで、ゲームの小道具、武器、ツール、インタラクティブアセットの設計の基礎を学 ガイド付き演習を通じて、キャラクター、環境、ゲームプレイを強化するオリジナルアセットを作成し、本番対応のデザインへの信頼を構築します。,"Upon completing this level, you'll confidently design original props, weapons, equipment, and interactive assets with strong functionality, balanced proportions, and creative visual appeal. You'll understand how supporting assets contribute to gameplay while creating polished designs for interactive digital environments.",このレベルを完了すると、強力な機能、バランスのとれたプロポーション、創造的な視覚的魅力を備えたオリジナルの小道具、武器、装備、インタラクティブ インタラクティブなデジタル環境向けの洗練されたデザインを作成しながら、アセットをサポートすることがゲームプレイにどのように貢献するかを理解できます。,49,7840,392,NULL,NULL
90,23,Intermediate,中級,"Expand your asset design skills by creating more detailed equipment, weapons, mechanical objects, and decorative props. You'll improve technical accuracy, creative thinking, and presentation while developing assets that feel consistent with different game genres and artistic styles.",より詳細な機器、武器、機械的なオブジェクト、装飾的な小道具を作成することによって、あなたの資産設計のスキルを拡張します。 さまざまなゲームジャンルや芸術的スタイルと一貫性のあるアセットを開発しながら、技術的な精度、創造的思考、プレゼンテーションを向上させます。,"Expand your asset design skills by creating more detailed weapons, equipment, mechanical objects, and environmental props. You'll improve technical accuracy, creative thinking, and presentation techniques while producing assets that fit naturally within different game worlds and artistic styles.",より詳細な武器、装備、機械オブジェクト、および環境小道具を作成することによって、あなたの資産設計のスキルを拡張します。 技術的な精度、創造的思考、プレゼンテーション技術を向上させながら、さまざまなゲームの世界や芸術的スタイルに自然に適合するアセットを作成します。,"After completing this level, you'll create more detailed game assets featuring improved construction, materials, textures, and presentation. You'll confidently develop props and weapons that complement different game styles while strengthening your technical abilities and creative problem-solving skills.",このレベルを完了すると、改良された構造、材料、テクスチャ、およびプレゼンテーションを備えた、より詳細なゲームアセットを作成します。 あなたは自信を持ってあなたの技術的能力と創造的な問題解決スキルを強化しながら、さまざまなゲームスタイルを補完する小道具や武器を開発,99,15840,792,NULL,NULL
91,23,Advanced,アドバンスド,"Master advanced asset creation by refining materials, textures, construction details, and presentation techniques. Through comprehensive projects, you'll produce polished props and weapons that demonstrate professional craftsmanship and strengthen your concept art portfolio.",マテリアル、テクスチャ、コンストラクションの詳細、プレゼンテーションテクニックを洗練することで、高度なアセット作成をマスターします。 包括的なプロジェクトを通じて、プロの職人技を実証し、コンセプトアートのポートフォリオを強化する洗練された小道具や武器を生産します。,"Master advanced asset creation by refining materials, construction details, realistic textures, and presentation methods. Through larger creative projects, you'll develop polished props and weapons that demonstrate professional craftsmanship while strengthening your portfolio for game art and concept design opportunities.",材料、構造の細部、現実的な質および提示方法を精製することによって高度の資産の作成を習得しなさい。 より大きな創造的なプロジェクトを通じて、ゲームアートやコンセプトデザインの機会のためのポートフォリオを強化しながら、プロの職人技を示す洗練された小道具や武器を開発します。,"By the end of this level, you'll master advanced asset design by producing highly detailed props, weapons, and equipment with professional presentation and refined craftsmanship. Your work will demonstrate technical precision, creative consistency, and portfolio-quality execution suitable for game production.",このレベルの終わりまでに、あなたはプロのプレゼンテーションと洗練された職人技で非常に詳細な小道具、武器、装備を生産することによって、高度な資産設計を習得します。 あなたの仕事は、ゲーム制作に適した技術的な精度、創造的な一貫性、およびポートフォリオ品質の実行を実証します。,179,28640,1432,NULL,NULL
92,23,Expert,専門家,"Complete a professional asset collection featuring props, weapons, and equipment designed for a cohesive game world. This level focuses on production-ready artwork, creative consistency, and presentation skills that showcase your ability to develop high-quality interactive assets.",凝集ゲームの世界のために設計された小道具、武器、および機器を備えたプロの資産コレクションを完了します。 このレベルでは、制作準備が整ったアートワーク、創造的な一貫性、高品質のインタラクティブなアセットを開発する能力を示すプレゼンテーションスキルに焦点を当てています。,"Complete a cohesive collection of game props, weapons, and interactive assets from concept sketches to polished presentation artwork. This level focuses on production-ready quality, creative consistency, and professional workflows that prepare you for real-world game art and entertainment projects.",完全断面の集ゲームの小道具、武器、インタラクティブ資産をコンセプトからスケッチ上での発表に制作していました。 このレベルに焦点生産に対応できる品質、創造性、専門ワークフローを用意して実世界のゲームのアートとエンターテインメント事業,"Successfully completing this level enables you to produce a cohesive collection of professional game assets from concept development to polished presentation. You'll confidently showcase production-ready props, weapons, and equipment that strengthen your portfolio and demonstrate industry-level design skills.",このレベルを正常に完了すると、コンセプト開発から洗練されたプレゼンテーションまで、プロのゲームアセットのまとまりのあるコレクションを作 あなたは自信を持ってあなたのポートフォリオを強化し、業界レベルの設計スキルを実証する生産準備の小道具、武器、および機器を紹介します。,299,47840,2392,NULL,NULL
93,24,Beginner,ビギナー,"Learn the principles of game interface design by creating clear, attractive, and functional user interface elements. You'll explore icons, buttons, menus, typography, color, and layout while understanding how thoughtful UI design improves the overall player experience.",明確で魅力的で機能的なユーザーインターフェイス要素を作成することにより、ゲームインターフェイスデザインの原則を学びます。 きを探るアイコン-ボタン、メニュー、タイポグラフィカラー、レイアウトを理解しどのよう心尽くしのUIデザインの総合プレイヤーです。,"Understand the core principles of game interface design by learning how menus, icons, buttons, typography, layouts, and navigation work together to improve player experiences. Through practical design exercises, you'll create attractive and functional interface elements while building a strong foundation in UI design.",メニュー、アイコン、ボタン、タイポグラフィ、レイアウト、ナビゲーションがどのように連携してプレイヤーの体験を向上させるかを学習することで、ゲームインターフェイスデザインの中核的な原則を理解します。 実用的なデザイン演習を通じて、魅力的で機能的なインターフェイス要素を作成し、UIデザインの強力な基盤を構築します。,"Upon completing this level, you'll confidently design clean, attractive, and user-friendly game interfaces by understanding layout, navigation, typography, icons, and visual hierarchy. You'll create functional UI elements that improve player experiences while establishing a strong foundation in interactive interface design.",このレベルを完了すると、レイアウト、ナビゲーション、タイポグラフィ、アイコン、および視覚的な階層を理解することにより、クリーンで魅力的でユーザーフレンドリーなゲームインターフェイスを自信を持って設計できます。 インタラクティブなインターフェイス設計の強力な基盤を確立しながら、プレーヤーの体験を向上させる機能的なUI要素を作成します。,49,7840,392,NULL,NULL
94,24,Intermediate,中級,"Build stronger interface design skills by creating complete menu systems, HUD elements, navigation screens, and interactive components. Through practical projects, you'll improve usability, visual consistency, and creative problem-solving while designing interfaces for different game genres.",より強固なインタフェースデザインスキルを作成メニューのシステム、HUDの要素、ナビゲーション画面は、インタラクティブます。 より実践的なプロジェクト、使い勝手を向上するため、視覚的に一貫性、創造的な問題解決がインターフェースデザインの異なるゲームジャンルにまたがる,"Strengthen your interface design skills by creating complete menu systems, HUD elements, inventory screens, and navigation layouts. You'll refine usability, consistency, and visual communication while producing interface designs that balance aesthetics with functionality across different game genres.",完全なメニューシステム、HUD要素、在庫画面、ナビゲーションレイアウトを作成することで、インターフェイス設計スキルを強化します。 使いやすさ、一貫性、ビジュアルコミュニケーションを洗練しながら、さまざまなゲームジャンルの機能と美学のバランスをとるインターフェイ,"After completing this level, you'll develop complete interface systems featuring menus, HUDs, inventory screens, navigation components, and interactive layouts. You'll confidently balance usability and visual appeal while creating interface designs suitable for different game genres and player experiences.",このレベルを完了すると、メニュー、Hud、インベントリ画面、ナビゲーションコンポーネント、対話型レイアウトを備えた完全なインターフェイスシステ さまざまなゲームジャンルやプレイヤー体験に適したインターフェースデザインを作成しながら、使いやすさと視覚的な魅力のバランスを自信を持って,99,15840,792,NULL,NULL
95,24,Advanced,アドバンスド,"Refine your UI artwork by mastering visual hierarchy, responsive layouts, interface consistency, accessibility, and polished presentation. Larger design challenges help you create professional-quality user interfaces that balance aesthetics with functionality for interactive media.",ビジュアルヒエラルキー、レスポンシブレイアウト、インターフェイスの一貫性、アクセシビリティ、洗練されたプレゼンテーションをマスターすることで、UIアートワークを洗練しましょう。 より大きな設計上の課題は、インタラクティブメディアの機能性と美学のバランスをとるプロ品質のユーザーインターフェイスを作成するのに役立ちます。,"Master advanced UI design by refining visual hierarchy, responsive layouts, accessibility, animations, and interface consistency. Through larger creative projects, you'll develop professional-quality user interfaces that enhance gameplay while demonstrating polished design thinking and technical precision.",ビジュアルヒエラルキー、レスポンシブレイアウト、アクセシビリティ、アニメーション、インターフェイスの一貫性を洗練することで、高度なUIデザインをマスターします。 大規模なクリエイティブプロジェクトを通じて、洗練されたデザイン思考と技術的な精度を実証しながら、ゲームプレイを強化するプロ品質のユー,"By the end of this level, you'll master advanced UI design by producing polished interface systems with responsive layouts, accessibility considerations, consistent branding, and professional presentation. Your projects will demonstrate strong design thinking and portfolio-quality interface development.",このレベルの終わりまでに、レスポンシブなレイアウト、アクセシビリティの考慮事項、一貫したブランディング、プロのプレゼンテーションを備えた洗練されたインターフェイスシステムを作成することによって、高度なUIデザインを習得します。 あなたのプロジェクトは、強力なデザイン思考とポートフォリオ品質のインターフェイス開発を実証します。,179,28640,1432,NULL,NULL
96,24,Expert,専門家,"Complete a fully designed game interface project that demonstrates your ability to combine usability, visual design, and creative thinking into a polished user experience. This level emphasizes portfolio-ready presentation and professional interface design suitable for modern digital products.",使いやすさ、ビジュアルデザイン、創造的思考を洗練されたユーザーエクスペリエンスに組み合わせる能力を実証する、完全に設計されたゲームインターフェースプロジェクトを完成させます。 このレベルでは、最新のデジタル製品に適したポートフォリオ対応のプレゼンテーションとプロのインターフェイス設計が強調されています。,"Complete a fully designed game interface project that combines usability, visual design, creativity, and presentation into a polished user experience. This level emphasizes portfolio-ready UI artwork, professional workflows, and the confidence to create interfaces suitable for modern games and digital applications.",使いやすさ、ビジュアルデザイン、創造性、プレゼンテーションを洗練されたユーザーエクスペリエンスに組み合わせた、完全に設計されたゲームインターフェースプロジェクトを完成させます。 このレベルでは、ポートフォリオに対応したUIアートワーク、プロフェッショナルなワークフロー、最新のゲームやデジタルアプリケーションに適したインターフェイスを作成する自信が強調されています。,"Successfully completing this level enables you to create complete game interface projects that combine functionality, creativity, usability, and professional presentation. You'll confidently produce polished UI designs that meet modern industry expectations for games and interactive digital applications.",このレベルを正常に完了すると、機能性、創造性、使いやすさ、およびプロのプレゼンテーションを組み合わせた完全なゲームインターフェイスプロジ ゲームやインタラクティブなデジタルアプリケーションに対する現代の業界の期待に応える洗練されたUIデザインを自信を持って作成できます。,299,47840,2392,NULL,NULL
97,25,Beginner,ビギナー,"Understand what makes a game art portfolio stand out by learning how to select, organize, and present your strongest creative work. You'll explore portfolio structure, project presentation, and visual storytelling while building a collection that reflects your artistic abilities and creative growth.",あなたの最も強い創造的な仕事を選び、組織し、示す方法を学ぶことによってゲームの芸術の有価証券を際立たせるものが理解する。 あなたの芸術的能力と創造的な成長を反映したコレクションを構築しながら、ポートフォリオの構造、プロジェクトのプレゼンテーション、視覚的なストーリーテリングを探索します。,"Learn how to build a professional game art portfolio by selecting your strongest work, organizing projects effectively, and presenting your creative abilities with confidence. You'll understand portfolio structure, visual storytelling, and presentation techniques that help your work make a lasting impression.",あなたの最強の作品を選択し、効果的にプロジェクトを整理し、自信を持ってあなたの創造的能力を提示することにより、プロのゲームアートポートフォリオを構築する方法を学びます。 ポートフォリオの構造、視覚的なストーリーテリング、プレゼンテーションのテクニックを理解して、仕事が永続的な印象を与えるのに役立ちます。,"Upon completing this level, you'll confidently organize and present your strongest game art projects in a structured portfolio that highlights your creativity, technical skills, and artistic growth. You'll understand how to showcase your work professionally while preparing for future creative opportunities.",このレベルを完了すると、あなたは自信を持ってあなたの創造性、技術的スキル、芸術的成長を強調する構造化されたポートフォリオにあなたの最強のゲームアートプロジェクトを整理し、提示します。 あなたは、将来の創造的な機会のために準備しながら、専門的にあなたの仕事を紹介する方法を理解します。,49,7840,392,NULL,NULL
98,25,Intermediate,中級,"Strengthen your portfolio by refining existing projects, improving presentations, and developing a consistent artistic identity across your work. You'll learn how to highlight your technical strengths while creating a professional portfolio that appeals to studios, clients, and educational institutions.",既存のプロジェクトを洗練し、プレゼンテーションを改善し、あなたの仕事全体で一貫した芸術的アイデンティティを開発することによ スタジオ、クライアント、教育機関にアピールするプロのポートフォリオを作成しながら、あなたの技術的な強みを強調する方法を学びます。,"Strengthen your portfolio by refining existing artwork, improving project presentation, and creating a cohesive collection that reflects your artistic growth. You'll learn how to highlight technical skills, creative thinking, and consistency while preparing your portfolio for professional review.",既存のアートワークを洗練し、プロジェクトのプレゼンテーションを改善し、芸術的成長を反映したまとまりのあるコレクションを作成することで、ポートフォリオを強化します。 専門家のレビューのためにあなたのポートフォリオを準備しながら、技術的なスキル、創造的思考、および一貫性を強調する方法を学びます。,"After completing this level, you'll build a stronger portfolio by refining artwork, improving project presentation, and creating a cohesive collection that reflects your artistic identity. You'll confidently present your skills while demonstrating consistency and professionalism across multiple game art disciplines.",このレベルを完了すると、アートワークを洗練し、プロジェクトのプレゼンテーションを改善し、あなたの芸術的アイデンティティを反映したまとまりのあるコレクションを作成することで、より強力なポートフォリオを構築します。 複数のゲームアート分野で一貫性とプロ意識を発揮しながら、自信を持ってスキルを提示します。,99,15840,792,NULL,NULL
